user_id,email,password_hash,role,created_at,last_login,status
3953459c-ad86-4373-b536-0786480c9823,huyngo.director@gmail.com,$2b$12$hash_dir_8,DIRECTOR,2023-05-01 04:56:31,2025-08-03 09:23:29,ACTIVE
3990df71-5528-4679-9458-dce955d4f1b7,phongdinh.dp@gmail.com,$2b$12$hash_dir_9,DIRECTOR,2023-10-14 17:14:21,2025-09-02 03:20:51,ACTIVE
1be2b58f-c563-4cf5-9952-ce84fe0471da,nhungly.creative@gmail.com,$2b$12$hash_dir_10,DIRECTOR,2024-06-23 10:02:37,2025-05-21 10:40:57,ACTIVE
843d4bf5-a5a0-475f-b880-0841a7bfece6,kiendang.film@gmail.com,$2b$12$hash_dir_11,DIRECTOR,2024-05-22 10:37:26,2025-03-16 16:15:34,ACTIVE
509f22e9-8c10-44d3-a848-d844d62edfe9,truongmai.dir@gmail.com,$2b$12$hash_dir_12,DIRECTOR,2024-08-29 06:10:15,2025-01-28 00:18:03,ACTIVE
2d8c38f1-5780-46c6-b704-ff10d05b0608,anhphan.cinema@gmail.com,$2b$12$hash_dir_13,DIRECTOR,2023-04-05 14:13:42,2025-09-14 19:25:15,ACTIVE
43f4b298-ef7d-4bf4-974d-47e6a63c31ec,havu.dp@gmail.com,$2b$12$hash_dir_14,DIRECTOR,2023-08-25 00:19:54,2025-10-28 05:31:09,ACTIVE
967f8e12-2b81-4898-a9cd-b8159638e514,linhchi.beauty@gmail.com,$2b$12$hash_kol_0,KOL,2024-01-11 18:34:57,2025-06-16 11:51:27,ACTIVE
9ea7f30b-f47d-4c2d-b367-5b84a902ca77,ducphuc.music@gmail.com,$2b$12$hash_kol_1,KOL,2023-11-28 19:32:11,2025-11-16 06:06:23,ACTIVE
1e3d08ed-12e4-4c7e-a6c1-74c586bc916b,hamy.lifestyle@gmail.com,$2b$12$hash_kol_2,KOL,2023-08-18 10:48:11,2025-08-13 19:30:59,ACTIVE
f651c11c-c5bb-460d-a987-8c9836713d28,quangdai.fashion@gmail.com,$2b$12$hash_kol_3,KOL,2024-01-02 21:48:12,2025-08-28 01:02:42,ACTIVE
6f52b1ff-7871-4f45-9d04-39264232c869,thanhthanh.food@gmail.com,$2b$12$hash_kol_4,KOL,2024-10-06 18:01:00,2025-11-09 23:14:10,ACTIVE
cd4abdf5-22f2-4f9e-9998-f52dc8ce0213,minhtu.model@gmail.com,$2b$12$hash_kol_5,KOL,2024-03-10 08:57:53,2025-07-02 14:01:22,ACTIVE
bf919cd6-aacf-4aa0-a479-684b9dc79153,tuanhung.sports@gmail.com,$2b$12$hash_kol_6,KOL,2024-03-14 12:40:24,2025-08-08 23:40:53,ACTIVE
1cf3a9cb-2d38-4c43-859b-31c77ffd1bb6,ngoctrinh.beauty@gmail.com,$2b$12$hash_kol_7,KOL,2023-11-10 17:29:38,2025-10-09 03:14:33,ACTIVE
9ed9e8dc-285d-4e7f-955c-3ba9df09ad99,sontung.music@gmail.com,$2b$12$hash_kol_8,KOL,2023-12-25 08:49:38,2025-10-15 06:43:10,ACTIVE
6af20bfb-f2e3-42ef-9e85-eed7dfcf6256,phuongly.music@gmail.com,$2b$12$hash_kol_9,KOL,2024-11-12 22:15:07,2025-10-04 20:03:49,ACTIVE
6cb4804b-844c-4f68-885f-6d2817c9d5e3,chaubui.fashion@gmail.com,$2b$12$hash_kol_10,KOL,2023-07-26 11:02:21,2025-09-27 06:45:22,ACTIVE
60066034-b655-47a1-817a-f6f2d3ff2fb4,ndln.celeb@gmail.com,$2b$12$hash_kol_11,KOL,2024-10-06 04:51:11,2025-07-04 05:33:50,ACTIVE
5735d942-52a3-4900-8ed3-6635e5df6169,huytran.fitness@gmail.com,$2b$12$hash_kol_12,KOL,2024-07-19 21:05:20,2025-10-20 13:58:37,ACTIVE
13647c17-477c-4458-a405-5ea96a14fbf5,anphuong.travel@gmail.com,$2b$12$hash_kol_13,KOL,2023-12-08 03:36:23,2025-07-02 17:30:38,ACTIVE
cea6d21d-bef8-437b-a7e5-be8461bd9aa4,khanhvy.edu@gmail.com,$2b$12$hash_kol_14,KOL,2024-05-25 01:09:17,2025-08-13 16:23:25,ACTIVE
92560ca8-a15d-41e5-b79d-00468d416dd5,giangoi.lifestyle@gmail.com,$2b$12$hash_kol_15,KOL,2023-12-27 16:11:31,2025-11-27 16:38:07,ACTIVE
6eecac86-4e27-4869-b672-c7cb7ec62c4c,pewpew.gaming@gmail.com,$2b$12$hash_kol_16,KOL,2024-10-10 02:27:36,2025-10-12 15:04:01,ACTIVE
0516d582-0010-467d-874d-312bcd301677,domixi.gaming@gmail.com,$2b$12$hash_kol_17,KOL,2024-08-06 14:17:44,2025-07-13 15:28:51,ACTIVE
6cd09591-2679-4ce0-81df-10c44d1bedc2,lebong.food@gmail.com,$2b$12$hash_kol_18,KOL,2024-11-13 18:08:04,2025-08-02 23:16:01,ACTIVE
64ff4cbc-f7c6-454d-b46f-d1a5515e89f7,quynhtran.food@gmail.com,$2b$12$hash_kol_19,KOL,2023-07-14 10:45:32,2025-07-15 11:26:28,ACTIVE
c72f40b2-29a8-4e39-82e8-a7437db99bff,admin@alien.vn,$2b$12$hash_admin_0,ADMIN,2023-01-02 13:23:58,2025-10-31 15:03:31,ACTIVE
b6229bb0-8477-4f50-9a21-e56b0282d1be,superadmin@alien.vn,$2b$12$hash_admin_1,ADMIN,2023-01-20 11:23:27,2025-10-26 23:52:53,ACTIVE
b0b6a8e0-94b1-4d01-9d93-e6a983db6ddc,fraud@fakebrand.vn,$2b$12$hash_outlier_0,BRAND,2024-01-07 10:13:50,2024-03-11 05:48:46,SUSPENDED
90673eba-2cbe-4e02-9744-5ea465815ae2,pending.kol@gmail.com,$2b$12$hash_outlier_1,KOL,2025-09-28 12:48:45,,PENDING
88fb1e35-fc3f-4985-ab50-d178ac000e87,banned.director@gmail.com,$2b$12$hash_outlier_2,DIRECTOR,2023-08-25 02:05:04,2024-01-16 06:37:34,SUSPENDED
0237f9d0-b4ac-4dfa-b18b-cea8f94c04ac,newagency@startup.vn,$2b$12$hash_outlier_3,AGENCY,2025-11-06 03:51:50,,PENDING
